ReviewID,DestinationID,UserID,Rating,ReviewText
361,321,447,2,Must visit place!
362,755,504,2,Highly recommended!
363,874,946,4,Incredible monument!
364,194,153,1,Amazing experience!
365,188,37,4,Breathtaking views!
366,168,723,4,Truly unforgettable!
367,119,917,4,Incredible monument!
368,453,366,5,Beautiful location!
369,469,505,1,A historical wonder
370,127,358,1,Amazing experience!
371,890,291,2,A historical wonder
372,768,521,3,Loved every moment!
373,913,680,5,Amazing experience!
374,598,995,1,Highly recommended!
375,786,585,2,Truly unforgettable!
376,943,79,2,Beautiful location!
377,694,97,3,Incredible monument!
378,292,698,1,Truly unforgettable!
379,383,605,1,Must visit place!
380,158,30,1,Beautiful location!
381,851,725,4,Beautiful location!
382,644,979,3,Loved every moment!
383,674,6,3,Incredible monument!
384,672,638,4,Must visit place!
385,971,750,5,A historical wonder
386,217,884,1,Breathtaking views!
387,331,818,1,Loved the scenery!
388,561,975,5,Truly unforgettable!
389,95,409,3,A historical wonder
390,246,989,4,Loved the scenery!
391,22,873,2,A historical wonder
392,398,799,4,Breathtaking views!
393,663,771,2,Loved the scenery!
394,306,503,4,Breathtaking views!
395,926,702,5,A historical wonder
396,368,682,1,Must visit place!
397,525,205,4,Beautiful location!
398,907,398,4,Breathtaking views!
399,577,615,4,Loved the scenery!
400,775,433,3,Loved every moment!
401,191,445,4,Loved the scenery!
402,42,526,3,Beautiful location!
403,693,230,2,Beautiful location!
404,540,645,5,Loved the scenery!
405,298,480,4,Loved the scenery!
406,929,821,4,Breathtaking views!
407,153,131,3,Amazing experience!
408,536,438,3,Loved every moment!
409,49,565,1,Incredible monument!
410,526,111,5,Truly unforgettable!
411,423,97,4,Loved every moment!
412,833,260,3,Breathtaking views!
413,600,84,5,Incredible monument!
414,117,759,4,A historical wonder
415,806,187,4,Incredible monument!
416,86,427,3,Must visit place!
417,602,742,4,Beautiful location!
418,639,828,3,Must visit place!
419,990,941,2,Amazing experience!
420,190,81,5,Breathtaking views!
421,893,690,1,Truly unforgettable!
422,548,19,1,Truly unforgettable!
423,120,14,2,Beautiful location!
424,472,709,4,Loved every moment!
425,744,499,3,Loved every moment!
426,833,998,5,Must visit place!
427,708,690,4,Breathtaking views!
428,90,129,2,Incredible monument!
429,196,115,1,Amazing experience!
430,880,28,2,Beautiful location!
431,665,149,2,Truly unforgettable!
432,863,642,5,Amazing experience!
433,89,309,4,A historical wonder
434,486,433,1,Loved the scenery!
435,171,925,2,Beautiful location!
436,987,497,4,Incredible monument!
437,881,461,5,Amazing experience!
438,207,302,5,Truly unforgettable!
439,53,342,1,Loved the scenery!
440,646,868,4,Truly unforgettable!
441,869,508,5,Loved every moment!
442,749,568,3,Incredible monument!
443,500,410,4,Highly recommended!
444,606,743,5,Beautiful location!
445,238,732,1,Highly recommended!
446,20,433,5,Must visit place!
447,567,66,3,Truly unforgettable!
448,911,485,1,Beautiful location!
449,638,962,3,Beautiful location!
450,715,447,1,A historical wonder
451,295,744,2,Beautiful location!
452,353,449,2,Highly recommended!
453,225,602,3,Loved every moment!
454,874,863,4,A historical wonder
455,905,301,4,Truly unforgettable!
456,854,964,3,Beautiful location!
457,819,995,2,Loved every moment!
458,213,290,1,Beautiful location!
459,133,178,2,A historical wonder
460,621,504,1,Truly unforgettable!
461,966,506,3,Amazing experience!
462,215,571,1,Incredible monument!
463,368,903,3,Must visit place!
464,694,163,2,Highly recommended!
465,33,827,1,Must visit place!
466,441,117,5,Amazing experience!
467,124,576,2,Beautiful location!
468,265,349,3,Incredible monument!
469,789,899,5,Breathtaking views!
470,918,155,5,Loved every moment!
471,686,107,1,Beautiful location!
472,819,469,1,Loved the scenery!
473,801,626,5,Loved the scenery!
474,844,576,1,Highly recommended!
475,108,172,1,Amazing experience!
476,933,371,2,Breathtaking views!
477,726,453,5,Beautiful location!
478,751,892,1,A historical wonder
479,663,373,3,A historical wonder
480,126,869,2,Beautiful location!
481,993,426,1,Amazing experience!
482,855,829,4,Must visit place!
483,294,518,2,Loved the scenery!
484,273,382,4,Must visit place!
485,645,681,2,A historical wonder
486,772,772,5,Truly unforgettable!
487,807,234,2,Truly unforgettable!
488,424,941,4,Beautiful location!
489,975,873,5,Must visit place!
490,967,31,4,A historical wonder
491,789,11,5,Loved the scenery!
492,87,347,3,Truly unforgettable!
493,791,169,4,Incredible monument!
494,403,778,1,A historical wonder
495,925,589,1,Highly recommended!
496,997,303,4,Truly unforgettable!
497,908,698,5,Breathtaking views!
498,739,761,3,Must visit place!
499,9,847,3,Highly recommended!
500,626,943,2,Truly unforgettable!
501,457,660,2,Highly recommended!
502,640,808,5,Beautiful location!
503,715,354,4,Amazing experience!
504,903,309,1,Incredible monument!
505,551,343,4,A historical wonder
506,533,554,3,Amazing experience!
507,96,524,5,Breathtaking views!
508,534,349,2,Incredible monument!
509,29,912,5,Loved every moment!
510,265,248,3,Truly unforgettable!
511,518,114,1,Must visit place!
512,266,643,5,Must visit place!
513,127,49,1,Beautiful location!
514,306,587,1,Beautiful location!
515,348,242,5,Loved every moment!
516,732,916,5,Loved every moment!
517,240,359,3,Breathtaking views!
518,683,804,5,A historical wonder
519,732,387,5,Amazing experience!
520,108,336,5,Loved every moment!
521,198,843,3,Beautiful location!
522,101,151,4,Truly unforgettable!
523,84,95,1,Truly unforgettable!
524,910,134,4,Amazing experience!
525,457,80,3,Highly recommended!
526,413,603,5,Highly recommended!
527,798,405,3,Loved every moment!
528,511,652,4,Beautiful location!
529,706,954,4,Truly unforgettable!
530,844,167,2,Highly recommended!
531,131,497,4,A historical wonder
532,992,722,5,Highly recommended!
533,121,712,2,Beautiful location!
534,485,34,2,Highly recommended!
535,379,944,1,Loved every moment!
536,873,419,1,Loved the scenery!
537,379,586,3,Incredible monument!
538,536,157,1,Must visit place!
539,313,384,3,Breathtaking views!
540,498,29,2,A historical wonder
541,803,604,4,Incredible monument!
542,960,916,3,Breathtaking views!
543,221,188,4,Incredible monument!
544,126,561,3,Loved the scenery!
545,892,46,4,Beautiful location!
546,587,318,5,Beautiful location!
547,922,346,4,Beautiful location!
548,855,738,5,A historical wonder
549,781,142,5,Beautiful location!
550,780,461,4,A historical wonder
551,888,746,3,Loved the scenery!
552,820,640,5,Truly unforgettable!
553,397,239,4,Must visit place!
554,554,47,4,Breathtaking views!
555,662,91,2,Incredible monument!
556,586,646,3,Highly recommended!
557,661,127,5,Loved the scenery!
558,198,979,5,Highly recommended!
559,591,776,1,Loved every moment!
560,535,194,4,Highly recommended!
561,919,20,1,Highly recommended!
562,185,986,1,Breathtaking views!
563,806,211,2,Loved every moment!
564,455,87,5,Loved every moment!
565,329,412,5,Incredible monument!
566,504,883,1,Must visit place!
567,448,185,4,Incredible monument!
568,881,541,3,Truly unforgettable!
569,264,94,1,Loved the scenery!
570,555,173,3,A historical wonder
571,188,262,1,A historical wonder
572,315,976,4,A historical wonder
573,61,630,3,A historical wonder
574,28,731,1,Breathtaking views!
575,400,102,3,A historical wonder
576,423,915,3,Breathtaking views!
577,385,965,1,Incredible monument!
578,208,246,5,Loved every moment!
579,243,505,5,Highly recommended!
580,395,973,1,Breathtaking views!
581,63,326,4,Highly recommended!
582,417,68,4,Incredible monument!
583,418,649,2,Incredible monument!
584,276,568,5,Loved the scenery!
585,253,782,5,A historical wonder
586,312,582,4,Beautiful location!
587,86,867,5,Amazing experience!
588,802,992,2,Must visit place!
589,554,173,2,Highly recommended!
590,976,434,5,Beautiful location!
591,43,2,4,Loved every moment!
592,297,669,2,Incredible monument!
593,62,956,4,Breathtaking views!
594,613,257,4,Must visit place!
595,863,648,2,Loved every moment!
596,861,523,3,Incredible monument!
597,166,757,5,Loved every moment!
598,72,308,1,Truly unforgettable!
599,716,126,2,Highly recommended!
600,287,900,4,Amazing experience!
601,626,517,3,Must visit place!
602,651,268,4,Breathtaking views!
603,252,679,3,Must visit place!
604,216,471,5,Must visit place!
605,17,936,2,Incredible monument!
606,624,488,1,Incredible monument!
607,689,178,4,Highly recommended!
608,917,714,4,Truly unforgettable!
609,552,84,1,Highly recommended!
610,32,914,4,Loved the scenery!
611,362,996,4,Loved every moment!
612,367,397,2,Incredible monument!
613,128,474,3,Amazing experience!
614,456,10,2,Incredible monument!
615,777,288,3,Amazing experience!
616,93,836,5,Breathtaking views!
617,828,736,2,Amazing experience!
618,506,991,3,Incredible monument!
619,288,505,5,Amazing experience!
620,8,201,4,Loved the scenery!
621,891,285,5,Highly recommended!
622,506,175,5,Amazing experience!
623,676,757,5,Loved every moment!
624,579,180,1,Loved every moment!
625,132,764,1,A historical wonder
626,266,956,5,Amazing experience!
627,903,536,3,Amazing experience!
628,869,695,1,Highly recommended!
629,630,259,5,Beautiful location!
630,3,961,4,Incredible monument!
631,875,962,3,Truly unforgettable!
632,865,417,3,Loved the scenery!
633,697,531,4,Beautiful location!
634,371,530,1,Amazing experience!
635,49,285,4,Highly recommended!
636,460,324,1,Truly unforgettable!
637,200,343,1,Loved every moment!
638,828,26,2,Truly unforgettable!
639,981,77,2,Amazing experience!
640,169,338,3,Loved the scenery!
641,642,641,1,Incredible monument!
642,492,443,1,Loved every moment!
643,817,642,3,Breathtaking views!
644,254,111,4,Amazing experience!
645,982,349,1,Must visit place!
646,533,814,2,Loved the scenery!
647,795,615,5,Beautiful location!
648,783,98,4,Loved every moment!
649,128,88,1,Incredible monument!
650,387,321,1,A historical wonder
651,64,942,4,Incredible monument!
652,309,626,4,Loved the scenery!
653,105,694,1,Highly recommended!
654,54,302,4,Truly unforgettable!
655,99,633,4,Amazing experience!
656,886,614,5,Incredible monument!
657,465,394,4,Truly unforgettable!
658,902,636,5,Loved the scenery!
659,348,667,1,Beautiful location!
660,530,337,5,Amazing experience!
661,111,106,1,Loved every moment!
662,731,70,5,Amazing experience!
663,927,587,2,Highly recommended!
664,263,364,4,Beautiful location!
665,743,636,4,A historical wonder
666,249,141,1,Incredible monument!
667,131,320,5,Truly unforgettable!
668,526,983,3,Breathtaking views!
669,598,907,5,A historical wonder
670,151,481,3,Loved every moment!
671,352,299,3,Incredible monument!
672,531,601,2,Incredible monument!
673,244,520,5,Incredible monument!
674,433,353,2,Amazing experience!
675,656,931,2,Loved the scenery!
676,350,194,4,Beautiful location!
677,615,710,3,Loved every moment!
678,580,987,3,Loved every moment!
679,307,429,3,A historical wonder
680,108,466,1,Beautiful location!
681,225,943,1,Amazing experience!
682,710,236,4,Loved every moment!
683,219,245,4,Must visit place!
684,827,758,4,Amazing experience!
685,410,189,1,Must visit place!
686,11,76,3,Incredible monument!
687,569,118,2,Breathtaking views!
688,451,200,5,Must visit place!
689,45,999,1,Amazing experience!
690,203,291,2,Amazing experience!
691,907,269,2,Must visit place!
692,868,568,2,A historical wonder
693,201,23,2,Breathtaking views!
694,933,104,1,A historical wonder
695,389,671,1,Must visit place!
696,959,216,3,Beautiful location!
697,246,379,3,A historical wonder
698,964,540,5,Truly unforgettable!
699,900,729,1,Loved the scenery!
700,148,904,2,Amazing experience!
701,197,546,4,Must visit place!
702,326,614,4,Amazing experience!
703,944,48,5,Loved every moment!
704,194,875,5,Breathtaking views!
705,809,153,3,Amazing experience!
706,55,645,3,A historical wonder
707,872,521,5,Beautiful location!
708,215,745,1,Beautiful location!
709,810,680,5,Loved the scenery!
710,172,521,4,Highly recommended!
711,384,511,5,Beautiful location!
712,184,330,3,Highly recommended!
713,712,495,4,Beautiful location!
714,275,596,4,Loved every moment!
715,666,38,2,Amazing experience!
716,917,208,4,Amazing experience!
717,406,224,3,Truly unforgettable!
718,911,387,5,A historical wonder
719,958,863,3,Breathtaking views!
720,564,87,2,Loved the scenery!
721,303,456,5,Must visit place!
722,236,598,1,Beautiful location!
723,525,637,3,Truly unforgettable!
724,462,479,4,Truly unforgettable!
725,377,824,4,Must visit place!
726,280,392,1,A historical wonder
727,453,240,3,Loved the scenery!
728,368,924,1,Breathtaking views!
729,863,514,5,Highly recommended!
730,660,81,3,Amazing experience!
731,101,122,1,Must visit place!
732,40,560,2,Must visit place!
733,202,692,3,Breathtaking views!
734,310,764,3,Amazing experience!
735,723,619,2,Highly recommended!
736,935,268,1,Breathtaking views!
737,289,843,3,Truly unforgettable!
738,969,416,5,Incredible monument!
739,484,670,5,A historical wonder
740,887,408,2,Amazing experience!
741,741,768,2,Beautiful location!
742,240,529,5,Highly recommended!
743,776,480,4,Must visit place!
744,811,88,3,Amazing experience!
745,440,789,4,Amazing experience!
746,450,461,5,Incredible monument!
747,384,143,5,A historical wonder
748,313,966,1,Beautiful location!
749,830,675,3,Must visit place!
750,231,430,4,Truly unforgettable!
751,782,798,5,Breathtaking views!
752,334,602,1,Loved every moment!
753,805,33,2,A historical wonder
754,976,339,5,Loved every moment!
755,936,623,5,Truly unforgettable!
756,391,210,4,Loved the scenery!
757,548,396,2,Beautiful location!
758,112,337,5,Beautiful location!
759,655,917,3,Loved the scenery!
760,176,107,5,A historical wonder
761,33,847,5,Beautiful location!
762,28,192,2,Loved the scenery!
763,934,987,4,Breathtaking views!
764,211,239,3,Highly recommended!
765,72,466,1,Must visit place!
766,531,12,2,Must visit place!
767,881,932,4,Truly unforgettable!
768,161,114,2,Highly recommended!
769,429,490,1,Truly unforgettable!
770,979,926,2,A historical wonder
771,892,211,3,Truly unforgettable!
772,838,727,4,A historical wonder
773,619,589,3,Loved every moment!
774,208,515,4,Breathtaking views!
775,207,8,2,Beautiful location!
776,66,845,4,Loved every moment!
777,827,253,5,Must visit place!
778,933,583,4,Beautiful location!
779,474,590,1,Loved the scenery!
780,295,662,4,Must visit place!
781,718,863,3,Truly unforgettable!
782,628,844,2,Truly unforgettable!
783,256,184,5,Truly unforgettable!
784,469,394,2,Loved every moment!
785,98,403,1,Amazing experience!
786,907,892,2,Breathtaking views!
787,904,644,5,Breathtaking views!
788,683,939,1,Amazing experience!
789,931,506,4,Highly recommended!
790,125,378,1,Loved the scenery!
791,517,785,3,Truly unforgettable!
792,462,169,3,Amazing experience!
793,519,46,4,Incredible monument!
794,75,655,4,Truly unforgettable!
795,352,764,4,Amazing experience!
796,407,39,1,Breathtaking views!
797,118,727,2,Must visit place!
798,687,767,4,Beautiful location!
799,473,70,1,Highly recommended!
800,673,249,4,A historical wonder
801,483,841,3,A historical wonder
802,175,859,1,Loved every moment!
803,103,182,3,Loved the scenery!
804,548,760,4,A historical wonder
805,80,688,1,Breathtaking views!
806,158,452,3,A historical wonder
807,222,732,1,Highly recommended!
808,222,453,1,Highly recommended!
809,657,679,1,Truly unforgettable!
810,707,316,4,Incredible monument!
811,613,5,1,Truly unforgettable!
812,786,207,2,Must visit place!
813,931,245,2,Loved the scenery!
814,17,432,1,Incredible monument!
815,346,841,2,Loved the scenery!
816,226,982,1,A historical wonder
817,742,172,1,Truly unforgettable!
818,525,111,3,Must visit place!
819,576,642,2,Loved every moment!
820,213,957,5,Truly unforgettable!
821,962,439,1,Amazing experience!
822,219,109,3,Must visit place!
823,178,16,4,Must visit place!
824,13,399,2,Beautiful location!
825,226,68,3,Loved every moment!
826,378,45,1,Amazing experience!
827,421,309,5,Beautiful location!
828,105,730,5,Loved every moment!
829,176,258,1,Loved every moment!
830,333,647,4,A historical wonder
831,341,180,3,Beautiful location!
832,70,344,1,Loved every moment!
833,934,600,4,Truly unforgettable!
834,524,656,2,Highly recommended!
835,602,722,1,Amazing experience!
836,22,632,1,Breathtaking views!
837,243,756,4,Amazing experience!
838,635,82,1,A historical wonder
839,384,511,3,Amazing experience!
840,156,385,2,Incredible monument!
841,244,946,5,Beautiful location!
842,757,899,3,A historical wonder
843,285,326,1,Highly recommended!
844,811,425,3,Incredible monument!
845,235,868,3,Must visit place!
846,249,211,5,Incredible monument!
847,929,940,2,Amazing experience!
848,623,894,4,Highly recommended!
849,330,188,4,Incredible monument!
850,67,891,4,Loved the scenery!
851,977,198,1,A historical wonder
852,961,210,2,Loved the scenery!
853,178,607,5,Amazing experience!
854,242,520,1,Truly unforgettable!
855,743,479,3,A historical wonder
856,739,203,2,Truly unforgettable!
857,181,621,2,Breathtaking views!
858,293,591,4,Amazing experience!
859,279,884,4,Loved the scenery!
860,974,996,3,Truly unforgettable!
861,387,172,4,Beautiful location!
862,433,518,5,Truly unforgettable!
