HistoryID,UserID,DestinationID,VisitDate,ExperienceRating
95,450,673,2024-08-12,2
96,144,363,2024-08-10,1
97,368,905,2024-12-29,2
98,114,195,2024-05-25,1
99,137,405,2024-08-03,3
100,923,33,2024-03-23,2
101,972,491,2024-12-06,3
102,122,432,2024-09-07,5
103,508,820,2024-12-15,2
104,333,770,2024-07-23,5
105,744,946,2024-07-18,2
106,113,981,2024-02-25,1
107,130,160,2024-06-25,5
108,14,786,2024-12-16,2
109,54,695,2024-06-24,4
110,612,756,2024-01-05,4
111,492,297,2024-05-24,4
112,85,780,2024-08-07,2
113,633,157,2024-09-18,2
114,256,288,2024-02-28,3
115,718,254,2024-12-07,4
116,204,486,2024-12-27,1
117,718,748,2024-09-14,5
118,186,194,2024-10-29,2
119,235,124,2024-03-08,4
120,40,281,2024-04-08,2
121,437,19,2024-11-11,2
122,94,886,2024-01-27,4
123,418,538,2024-06-05,2
124,228,345,2024-08-06,4
125,63,523,2024-08-06,1
126,312,113,2024-05-17,3
127,288,966,2024-06-28,4
128,253,328,2024-01-25,2
129,42,1,2024-01-27,3
130,218,293,2024-08-29,3
131,931,622,2024-02-21,4
132,190,259,2024-09-08,3
133,343,312,2024-02-27,1
134,686,14,2024-12-15,5
135,789,883,2024-03-07,3
136,370,760,2024-07-04,5
137,542,620,2024-07-09,2
138,666,283,2024-04-17,5
139,394,90,2024-02-24,2
140,645,761,2024-11-04,1
141,43,601,2024-12-01,2
142,198,722,2024-08-16,1
143,77,965,2024-10-06,5
144,352,309,2024-08-30,2
145,547,739,2024-03-19,1
146,131,197,2024-08-02,5
147,729,259,2024-10-13,3
148,917,375,2024-08-17,1
149,933,447,2024-02-04,4
150,430,537,2024-09-14,1
151,171,614,2024-05-20,2
152,297,47,2024-10-16,1
153,814,996,2024-12-21,2
154,759,835,2024-07-22,4
155,702,546,2024-09-19,1
156,170,449,2024-09-17,4
157,576,799,2024-07-18,4
158,622,279,2024-04-15,2
159,4,164,2024-10-19,2
160,607,714,2024-01-05,5
161,467,516,2024-12-28,5
162,266,311,2024-04-22,3
163,726,275,2024-10-09,1
164,176,230,2024-01-24,5
165,244,299,2024-01-21,2
166,965,905,2024-05-22,2
167,277,895,2024-01-27,2
168,844,216,2024-09-30,1
169,2,665,2024-06-26,5
170,996,378,2024-06-15,1
171,970,723,2024-10-08,3
172,740,137,2024-07-28,5
173,302,333,2024-01-30,1
174,844,365,2024-04-22,3
175,181,263,2024-01-09,5
176,674,889,2024-10-25,1
177,740,764,2024-12-18,4
178,969,670,2024-05-11,5
179,565,212,2024-08-14,2
180,333,276,2024-04-14,5
181,645,828,2024-07-21,2
182,457,238,2024-08-10,3
183,152,924,2024-09-02,1
184,508,186,2024-08-23,2
185,836,884,2024-03-31,2
186,584,503,2024-04-02,3
187,22,318,2024-03-24,2
188,838,404,2024-12-17,5
189,193,72,2024-03-14,1
190,437,252,2024-08-20,4
191,103,742,2024-09-26,2
192,745,769,2024-01-07,5
193,103,387,2024-07-15,1
194,113,847,2024-01-07,1
195,136,255,2024-02-12,3
196,147,962,2024-11-17,5
197,14,812,2024-01-05,1
198,556,754,2024-06-22,1
199,208,143,2024-09-02,5
200,914,455,2024-03-24,3
201,340,491,2024-03-20,2
202,58,557,2024-12-20,3
203,643,557,2024-03-04,1
204,845,46,2024-02-22,5
205,304,106,2024-09-18,4
206,146,2,2024-04-24,1
207,233,438,2024-07-16,2
208,362,672,2024-05-26,2
209,944,901,2024-12-16,4
210,704,906,2024-02-27,4
211,174,113,2024-04-24,1
212,980,979,2024-05-24,3
213,79,631,2024-06-19,1
214,370,946,2024-02-13,1
215,620,155,2024-04-01,4
216,544,343,2024-11-03,2
217,696,436,2024-03-17,3
218,640,838,2024-05-26,3
219,897,107,2024-05-18,4
220,678,378,2024-05-15,1
221,808,3,2024-03-17,2
222,328,152,2024-07-18,4
223,739,816,2024-09-01,1
224,116,592,2024-08-06,3
225,149,93,2024-06-14,2
226,187,786,2024-07-16,3
227,327,507,2024-08-05,4
228,711,997,2024-07-30,5
229,813,652,2024-06-19,2
230,822,967,2024-11-30,2
231,393,429,2024-10-08,4
232,552,547,2024-09-09,5
233,550,842,2024-04-27,4
234,86,595,2024-08-03,5
235,592,796,2024-12-21,2
236,720,90,2024-04-30,3
237,3,209,2024-01-09,3
238,572,486,2024-03-09,1
239,62,934,2024-06-27,3
240,870,870,2024-03-12,3
241,472,148,2024-10-09,4
242,249,216,2024-04-24,1
243,765,142,2024-03-01,2
244,387,751,2024-01-14,4
245,381,56,2024-12-25,1
246,679,596,2024-02-07,4
247,858,609,2024-03-21,1
248,151,375,2024-03-13,1
249,251,79,2024-01-07,5
250,852,834,2024-08-01,2
251,784,187,2024-08-28,2
252,767,541,2024-12-23,3
253,482,422,2024-06-21,4
254,801,661,2024-12-21,1
255,294,114,2024-03-20,1
256,903,658,2024-01-17,5
257,770,178,2024-09-14,2
258,12,406,2024-08-04,4
259,568,729,2024-05-12,5
260,514,314,2024-12-29,2
261,434,954,2024-03-21,3
262,997,95,2024-09-24,4
263,974,129,2024-04-18,4
264,634,58,2024-04-22,4
265,189,843,2024-10-13,5
266,862,80,2024-12-20,4
267,489,321,2024-11-30,4
268,848,390,2024-03-25,1
269,823,381,2024-11-27,4
270,200,277,2024-02-25,1
271,80,372,2024-11-04,3
272,29,246,2024-05-24,2
273,555,110,2024-02-03,2
274,612,12,2024-06-07,2
275,565,207,2024-11-22,1
276,247,276,2024-02-13,5
277,579,46,2024-10-15,4
278,47,50,2024-06-10,1
279,967,317,2024-01-05,3
280,770,290,2024-07-22,5
281,200,323,2024-07-19,3
282,998,133,2024-12-25,1
283,340,418,2024-09-14,1
284,515,827,2024-03-17,1
285,602,816,2024-07-14,4
286,601,890,2024-01-20,3
287,166,156,2024-12-15,4
288,81,907,2024-11-16,1
289,976,736,2024-04-28,2
290,827,698,2024-11-30,2
291,788,736,2024-03-23,5
292,529,747,2024-11-07,5
293,953,788,2024-06-23,4
294,805,135,2024-06-22,3
295,369,639,2024-08-08,1
296,913,730,2024-12-15,4
297,245,214,2024-11-08,5
298,77,982,2024-03-19,5
299,643,510,2024-02-19,1
300,147,785,2024-06-07,5
301,889,993,2024-02-14,4
302,97,466,2024-06-09,2
303,957,303,2024-03-23,1
304,287,591,2024-07-05,3
305,92,73,2024-04-01,4
306,265,485,2024-05-11,4
307,666,947,2024-03-12,1
308,996,583,2024-09-06,1
309,373,880,2024-05-26,4
310,419,878,2024-11-13,2
311,452,376,2024-09-19,5
312,975,322,2024-07-10,1
313,699,424,2024-09-16,4
314,270,899,2024-12-15,1
315,636,660,2024-01-30,2
316,717,841,2024-10-14,1
317,159,874,2024-02-23,3
318,385,163,2024-10-18,4
319,875,75,2024-04-24,4
320,896,474,2024-12-08,1
321,358,478,2024-08-27,5
322,922,838,2024-08-26,1
323,88,185,2024-02-25,4
324,787,444,2024-04-12,4
325,337,67,2024-06-11,3
326,619,498,2024-04-18,4
327,118,286,2024-08-20,1
328,559,160,2024-08-28,2
329,656,219,2024-06-12,5
330,33,616,2024-07-13,1
331,959,828,2024-07-04,4
332,485,219,2024-01-28,2
333,889,24,2024-12-16,4
334,277,259,2024-11-21,2
335,86,146,2024-02-05,3
336,415,84,2024-06-01,4
337,893,430,2024-09-25,2
338,686,915,2024-05-12,2
339,851,56,2024-02-17,4
340,351,987,2024-06-01,2
341,204,358,2024-08-02,4
342,487,549,2024-12-18,2
343,989,714,2024-08-11,3
344,935,710,2024-10-19,4
345,843,11,2024-10-14,5
346,204,80,2024-12-07,5
347,632,149,2024-06-14,3
348,15,155,2024-08-22,2
349,512,886,2024-06-11,1
350,812,994,2024-12-11,4
351,270,534,2024-01-02,4
352,966,853,2024-03-05,4
353,655,993,2024-10-23,1
354,38,224,2024-04-06,4
355,714,560,2024-03-26,5
356,387,222,2024-06-27,2
357,976,196,2024-12-13,5
358,979,15,2024-07-08,3
359,17,310,2024-06-06,5
360,839,889,2024-03-04,4
361,665,467,2024-07-30,4
362,361,361,2024-10-04,4
363,536,998,2024-06-20,1
364,949,181,2024-08-22,4
365,383,182,2024-10-10,5
366,167,556,2024-08-11,4
367,292,866,2024-12-03,4
368,650,291,2024-12-25,5
369,961,948,2024-02-20,1
370,826,858,2024-02-23,1
371,666,17,2024-11-11,4
372,107,509,2024-11-15,5
373,103,649,2024-08-15,5
374,596,826,2024-01-17,3
375,873,431,2024-04-18,2
376,796,466,2024-10-09,4
377,118,201,2024-08-28,1
378,360,991,2024-08-25,4
379,930,841,2024-11-26,4
380,8,963,2024-07-10,2
381,520,291,2024-05-17,3
382,315,859,2024-07-31,2
383,5,922,2024-07-31,1
384,16,27,2024-03-19,3
385,861,837,2024-09-22,5
386,326,344,2024-03-28,5
387,441,248,2024-10-11,4
388,198,632,2024-11-25,4
389,849,53,2024-10-22,4
390,132,962,2024-11-21,4
391,746,178,2024-07-25,3
392,530,163,2024-08-11,2
393,102,728,2024-03-05,5
394,122,647,2024-10-22,4
395,864,781,2024-11-17,3
396,858,567,2024-03-22,3
397,209,96,2024-02-17,1
398,448,12,2024-11-17,5
399,157,29,2024-11-12,5
400,943,996,2024-02-10,5
401,392,26,2024-03-07,4
402,650,647,2024-07-02,2
403,246,669,2024-04-23,3
404,199,549,2024-05-05,4
405,789,267,2024-12-03,1
406,282,85,2024-03-14,1
407,654,594,2024-02-22,1
408,471,950,2024-11-01,1
409,110,146,2024-05-24,3
410,917,185,2024-02-17,1
411,507,865,2024-07-04,2
412,401,104,2024-09-08,1
413,424,76,2024-09-06,1
414,216,704,2024-08-02,4
415,912,322,2024-11-20,4
416,828,165,2024-04-02,3
417,11,926,2024-04-01,5
418,647,622,2024-01-17,1
419,352,356,2024-09-04,5
420,615,560,2024-01-03,2
421,535,760,2024-05-10,1
422,198,621,2024-01-16,5
423,24,531,2024-09-19,2
424,222,888,2024-07-05,1
425,921,223,2024-01-16,3
426,142,226,2024-02-12,2
427,275,281,2024-09-03,2
428,977,95,2024-06-27,5
429,668,302,2024-08-27,4
430,447,525,2024-07-23,2
431,257,178,2024-04-11,3
432,985,403,2024-02-22,5
433,813,785,2024-10-27,3
434,170,814,2024-04-15,4
435,444,905,2024-08-16,4
436,611,766,2024-05-19,3
437,638,111,2024-11-06,4
438,440,205,2024-10-17,3
439,383,920,2024-11-19,1
440,461,172,2024-01-18,5
441,260,601,2024-07-28,3
442,619,847,2024-11-26,5
443,361,408,2024-01-16,1
444,185,829,2024-06-14,4
445,810,191,2024-07-02,2
446,75,221,2024-12-02,3
447,381,149,2024-06-09,1
448,10,327,2024-12-18,1
449,735,337,2024-04-19,4
450,582,815,2024-06-13,2
451,576,68,2024-07-16,3
452,617,218,2024-09-26,2
453,106,575,2024-05-22,5
454,969,905,2024-12-09,1
455,588,915,2024-11-26,4
456,699,775,2024-08-10,3
457,833,328,2024-04-11,2
458,51,822,2024-09-09,4
459,48,282,2024-08-03,1
460,128,464,2024-03-28,5
461,335,606,2024-07-15,2
462,591,22,2024-05-25,1
463,660,803,2024-10-21,1
464,934,473,2024-05-25,2
465,862,991,2024-07-25,1
466,918,547,2024-09-27,1
467,346,661,2024-01-09,1
468,482,98,2024-07-31,3
469,282,325,2024-06-26,4
470,82,570,2024-06-09,4
471,628,49,2024-07-20,3
472,714,466,2024-09-09,1
473,864,383,2024-11-12,1
474,30,230,2024-01-25,1
475,143,108,2024-06-14,4
476,232,175,2024-02-15,2
477,742,924,2024-07-07,5
478,6,957,2024-12-18,1
479,266,905,2024-01-23,1
480,50,970,2024-06-04,1
481,271,338,2024-12-18,5
482,811,832,2024-07-13,3
483,716,175,2024-03-11,5
484,472,123,2024-03-05,3
485,883,152,2024-10-26,4
486,653,458,2024-12-08,1
487,535,541,2024-05-03,5
488,490,678,2024-09-07,3
489,330,792,2024-09-04,2
490,95,271,2024-05-31,1
491,362,572,2024-05-04,2
492,712,80,2024-02-08,4
493,62,218,2024-01-07,2
494,480,839,2024-07-16,2
495,500,108,2024-06-23,2
496,834,605,2024-09-27,5
497,880,321,2024-06-08,4
498,672,158,2024-09-15,1
499,937,134,2024-04-22,3
500,395,999,2024-08-19,5
501,526,208,2024-07-23,2
502,71,285,2024-08-04,2
503,703,315,2024-10-22,1
504,151,473,2024-02-24,1
505,247,17,2024-08-23,2
506,274,30,2024-08-31,5
507,464,361,2024-05-15,1
508,950,564,2024-02-13,3
509,442,218,2024-03-18,4
510,515,442,2024-09-17,3
511,55,452,2024-05-19,3
512,101,51,2024-11-28,4
513,750,951,2024-08-04,2
514,302,194,2024-07-25,2
515,609,283,2024-09-28,5
516,506,532,2024-08-09,1
517,698,52,2024-11-26,2
518,982,114,2024-04-22,1
519,55,917,2024-01-19,5
520,273,245,2024-02-03,5
521,104,283,2024-04-25,5
522,717,734,2024-07-26,4
523,403,104,2024-04-22,3
524,508,211,2024-03-28,2
525,356,653,2024-05-27,5
526,295,752,2024-01-02,1
527,190,516,2024-12-24,5
528,489,757,2024-06-05,2
529,175,323,2024-12-14,1
530,171,192,2024-06-19,4
531,146,986,2024-01-07,4
532,439,343,2024-01-11,2
533,998,271,2024-02-09,2
534,696,779,2024-01-05,5
535,361,993,2024-08-30,5
536,2,501,2024-05-06,4
537,113,47,2024-01-09,5
538,697,298,2024-04-26,5
539,516,172,2024-03-16,1
540,103,312,2024-06-20,4
541,503,753,2024-06-28,5
542,264,680,2024-09-06,3
543,374,470,2024-01-07,3
544,309,728,2024-06-19,5
545,794,680,2024-11-01,4
546,116,277,2024-12-17,5
547,746,656,2024-01-11,2
548,421,877,2024-04-22,2
549,366,510,2024-01-16,2
550,592,759,2024-12-22,4
551,369,212,2024-02-15,2
552,943,978,2024-07-12,1
553,989,281,2024-11-16,5
554,921,935,2024-08-18,5
555,180,272,2024-12-13,3
556,910,340,2024-07-19,5
557,428,968,2024-05-21,3
558,196,43,2024-10-23,5
559,719,352,2024-11-09,1
560,444,815,2024-08-20,5
561,992,812,2024-06-26,3
562,113,993,2024-01-05,4
563,950,702,2024-03-16,4
564,698,154,2024-09-24,3
565,639,572,2024-12-06,2
566,311,499,2024-05-27,1
567,819,302,2024-01-08,4
568,42,223,2024-05-24,5
569,127,55,2024-09-07,3
570,6,441,2024-06-29,1
571,52,258,2024-03-11,3
572,900,291,2024-09-14,5
573,159,977,2024-02-14,3
574,147,751,2024-04-10,4
575,600,941,2024-02-11,3
576,225,33,2024-08-30,3
577,255,832,2024-12-13,4
578,433,409,2024-02-20,3
579,943,310,2024-11-01,3
580,178,578,2024-08-11,3
581,824,593,2024-03-12,2
582,257,139,2024-08-01,5
583,205,309,2024-06-05,1
584,305,581,2024-11-17,4
585,559,188,2024-07-11,4
586,99,142,2024-09-26,4
587,711,321,2024-09-14,3
588,480,363,2024-08-06,4
589,431,985,2024-07-29,4
590,29,935,2024-10-13,1
591,981,786,2024-08-03,1
592,774,144,2024-11-10,3
593,806,249,2024-10-24,5
594,383,131,2024-11-13,5
595,922,580,2024-05-30,1
596,774,866,2024-07-20,2
597,413,687,2024-01-04,4
598,827,782,2024-09-22,4
599,860,56,2024-02-13,1
600,277,850,2024-11-28,1
601,342,609,2024-02-19,3
602,580,494,2024-12-19,3
603,886,63,2024-03-03,5
604,691,524,2024-01-28,2
605,529,148,2024-10-14,4
606,140,229,2024-12-11,2
607,309,644,2024-06-08,1
608,825,497,2024-11-15,2
609,118,69,2024-01-01,2
610,619,902,2024-03-02,5
611,100,254,2024-04-14,1
612,486,26,2024-09-15,4
613,401,57,2024-03-03,3
614,415,496,2024-04-04,2
615,862,869,2024-10-06,3
616,842,628,2024-12-14,4
617,880,674,2024-11-11,1
618,443,150,2024-11-21,1
619,190,146,2024-12-02,2
620,175,524,2024-12-24,5
621,206,488,2024-09-02,3
622,297,684,2024-02-21,5
623,505,377,2024-12-07,3
624,401,396,2024-12-23,1
625,476,427,2024-08-05,2
626,29,291,2024-08-22,1
627,578,399,2024-01-06,5
628,311,35,2024-11-26,5
629,456,44,2024-06-30,2
630,480,904,2024-08-22,3
631,10,163,2024-07-02,5
632,877,882,2024-09-14,2
633,358,925,2024-12-27,5
634,400,526,2024-02-02,2
635,672,156,2024-06-29,5
636,348,471,2024-03-12,3
637,804,781,2024-12-03,3
638,946,404,2024-02-04,4
639,386,986,2024-08-29,5
640,675,185,2024-10-21,5
641,795,675,2024-09-26,3
642,133,715,2024-06-14,5
643,979,595,2024-06-27,5
644,633,850,2024-07-25,1
645,47,31,2024-03-22,2
646,99,682,2024-02-24,4
647,957,696,2024-08-31,3
648,779,238,2024-05-01,1
649,922,902,2024-03-30,4
650,774,997,2024-08-03,1
651,64,627,2024-05-08,1
652,39,868,2024-02-07,4
653,782,384,2024-11-06,1
654,946,179,2024-06-13,1
655,716,461,2024-07-12,2
656,653,588,2024-10-11,2
657,201,259,2024-09-08,4
658,696,293,2024-04-25,2
659,760,166,2024-08-10,5
660,829,809,2024-04-08,1
661,597,25,2024-11-18,1
662,209,35,2024-03-12,1
663,369,793,2024-07-27,5
664,560,886,2024-02-06,3
665,190,699,2024-11-24,5
666,509,195,2024-04-16,5
667,848,486,2024-09-13,3
668,366,634,2024-10-13,2
669,821,69,2024-08-12,4
670,641,386,2024-02-06,5
671,81,131,2024-09-21,3
672,104,121,2024-09-12,2
673,53,616,2024-10-03,3
674,24,230,2024-05-28,3
675,400,721,2024-07-02,1
676,894,893,2024-03-21,3
677,77,548,2024-10-21,2
678,874,531,2024-11-08,5
679,320,409,2024-11-12,1
680,560,715,2024-02-26,5
681,483,960,2024-05-14,1
682,34,347,2024-08-03,3
683,206,343,2024-01-31,2
684,210,561,2024-06-17,1
685,242,506,2024-02-07,5
686,927,625,2024-12-25,1
687,355,73,2024-08-01,5
688,758,628,2024-02-11,5
689,491,970,2024-03-07,3
690,741,43,2024-02-23,1
691,509,520,2024-04-25,3
692,442,490,2024-06-04,2
693,22,954,2024-01-29,1
694,793,801,2024-04-10,5
695,623,881,2024-07-13,1
696,566,494,2024-01-27,4
697,785,387,2024-12-22,2
698,441,719,2024-08-06,5
699,142,119,2024-08-12,1
700,919,631,2024-07-07,3
701,199,352,2024-08-11,1
702,244,238,2024-02-17,5
703,11,233,2024-07-30,5
704,582,47,2024-01-08,2
705,833,59,2024-02-09,1
706,130,450,2024-04-02,3
707,45,322,2024-06-28,5
708,671,912,2024-05-05,3
709,133,621,2024-07-22,4
710,674,126,2024-12-02,1
711,79,257,2024-10-05,2
712,507,723,2024-07-01,2
713,455,731,2024-06-03,3
714,799,565,2024-05-29,2
715,540,915,2024-05-16,3
716,715,555,2024-09-14,1
717,56,355,2024-07-29,5
718,498,287,2024-02-10,2
719,934,141,2024-09-23,2
720,313,760,2024-10-10,2
721,126,382,2024-03-13,1
722,241,716,2024-08-13,4
723,976,117,2024-01-11,4
724,857,35,2024-05-18,3
725,603,394,2024-06-02,1
726,62,286,2024-11-08,4
727,508,20,2024-07-14,4
728,455,46,2024-04-24,2
729,389,189,2024-12-03,4
730,546,54,2024-12-04,3
731,33,555,2024-06-27,1
732,932,624,2024-06-21,3
733,830,772,2024-10-29,2
734,776,29,2024-06-23,5
735,445,887,2024-08-06,1
736,827,112,2024-10-10,4
737,976,739,2024-12-13,3
738,880,961,2024-09-30,4
739,435,587,2024-10-17,5
740,267,167,2024-07-14,4
741,764,947,2024-05-01,2
742,930,16,2024-05-23,3
743,88,256,2024-10-04,3
744,346,585,2024-07-21,1
745,631,281,2024-07-04,3
746,676,257,2024-11-30,5
747,13,128,2024-06-06,5
748,677,329,2024-05-15,2
749,455,474,2024-01-09,4
750,10,478,2024-01-19,3
751,492,654,2024-10-11,2
752,419,60,2024-10-23,1
753,284,919,2024-11-08,5
754,322,977,2024-02-02,4
755,185,265,2024-05-21,3
756,890,507,2024-03-06,2
757,646,179,2024-03-16,5
758,672,51,2024-04-29,1
759,671,40,2024-04-04,5
760,882,451,2024-10-23,3
761,43,567,2024-04-26,1
762,975,732,2024-05-12,3
763,17,695,2024-06-29,5
764,736,46,2024-11-03,2
765,359,112,2024-02-09,5
766,455,116,2024-09-18,1
767,243,209,2024-06-15,5
768,381,850,2024-12-14,4
769,74,658,2024-08-06,3
770,147,26,2024-06-16,5
771,808,369,2024-06-20,4
772,919,668,2024-07-10,4
773,966,997,2024-05-30,5
774,32,165,2024-07-07,1
775,298,953,2024-03-17,5
776,27,109,2024-11-07,2
777,828,321,2024-09-18,5
778,803,596,2024-12-30,3
779,963,221,2024-07-12,5
780,34,673,2024-03-17,4
781,781,665,2024-02-10,1
782,982,958,2024-04-24,5
783,516,589,2024-11-18,5
784,752,429,2024-10-02,1
785,868,900,2024-09-27,1
786,622,484,2024-12-03,5
787,533,452,2024-06-11,3
788,200,857,2024-10-21,3
789,933,250,2024-06-17,2
790,819,787,2024-07-04,2
791,467,323,2024-02-29,2
792,456,751,2024-07-28,3
793,82,361,2024-10-13,5
794,79,937,2024-07-04,4
795,620,236,2024-08-17,4
796,236,584,2024-03-05,5
797,251,796,2024-07-27,5
798,682,142,2024-11-06,3
799,815,294,2024-06-23,3
800,121,84,2024-07-28,4
801,518,152,2024-10-21,4
802,648,903,2024-04-11,2
803,898,465,2024-01-08,2
804,124,429,2024-05-14,5
805,729,953,2024-08-28,1
806,130,891,2024-01-18,4
807,25,707,2024-03-26,1
808,136,528,2024-09-28,4
809,926,433,2024-06-30,2
810,412,714,2024-10-12,2
811,730,301,2024-03-01,3
812,919,845,2024-06-21,5
813,624,632,2024-02-25,1
814,76,757,2024-06-30,4
815,933,419,2024-11-18,4
816,759,855,2024-08-11,3
817,776,489,2024-12-24,2
818,752,188,2024-10-28,5
819,86,156,2024-01-04,5
820,608,379,2024-12-11,4
821,389,329,2024-08-12,2
822,521,740,2024-10-28,3
823,968,792,2024-02-19,2
824,305,506,2024-06-23,1
825,578,531,2024-09-25,5
826,521,865,2024-08-06,3
827,331,394,2024-06-12,2
828,977,147,2024-01-22,2
829,441,532,2024-05-22,5
830,901,631,2024-06-09,1
831,356,292,2024-03-25,1
832,295,281,2024-09-06,4
833,230,907,2024-03-27,3
834,962,940,2024-05-12,5
835,772,109,2024-04-28,3
836,145,99,2024-04-15,5
837,859,521,2024-03-27,1
838,613,925,2024-01-21,5
839,551,819,2024-04-09,1
840,501,853,2024-01-14,3
841,209,289,2024-10-19,4
842,750,456,2024-09-23,2
843,851,465,2024-05-31,1
844,734,724,2024-03-02,4
845,911,443,2024-09-09,3
846,89,886,2024-03-11,3
847,750,685,2024-02-29,3
848,823,81,2024-04-23,1
849,335,161,2024-09-16,3
850,283,465,2024-11-18,5
851,689,796,2024-02-07,3
852,914,947,2024-01-20,4
853,103,955,2024-12-27,5
854,326,195,2024-10-12,1
855,972,650,2024-11-17,1
856,252,141,2024-10-27,4
857,894,966,2024-04-22,2
858,272,482,2024-03-18,4
859,834,192,2024-09-11,3
860,135,204,2024-11-21,1
861,974,529,2024-04-19,1
862,445,69,2024-09-08,5
863,626,214,2024-12-29,2
864,40,429,2024-12-18,3
865,629,390,2024-11-19,5
866,241,654,2024-06-27,4
867,544,673,2024-04-02,3
868,861,238,2024-05-29,4
869,502,816,2024-11-18,4
870,613,366,2024-10-05,4
871,303,99,2024-04-22,1
872,987,903,2024-05-27,4
873,993,458,2024-06-15,2
874,679,436,2024-02-29,2
875,476,980,2024-06-12,1
876,356,714,2024-07-22,2
877,793,904,2024-09-04,4
878,616,422,2024-12-17,2
879,30,298,2024-05-17,5
880,221,912,2024-07-28,1
881,576,791,2024-06-14,3
882,692,326,2024-07-29,4
883,829,453,2024-08-05,4
884,267,935,2024-01-28,3
885,498,746,2024-04-22,3
886,652,839,2024-01-24,3
887,459,420,2024-04-23,5
888,897,171,2024-10-01,2
889,799,641,2024-02-26,5
890,626,338,2024-03-07,5
891,553,21,2024-01-11,4
892,93,800,2024-12-26,3
893,935,362,2024-10-10,1
894,671,51,2024-09-22,2
895,371,549,2024-04-11,2
896,859,549,2024-07-21,2
897,298,821,2024-03-23,3
898,340,424,2024-04-20,5
899,751,255,2024-01-07,1
900,866,21,2024-09-26,1
901,514,408,2024-09-05,1
902,161,290,2024-06-03,1
903,236,647,2024-12-18,2
904,35,279,2024-03-04,4
905,672,411,2024-03-08,3
906,883,87,2024-02-09,1
907,517,740,2024-12-26,4
908,21,16,2024-10-04,5
909,942,156,2024-02-18,5
910,812,401,2024-04-09,5
911,880,320,2024-06-14,4
912,525,762,2024-01-12,3
913,281,470,2024-04-13,1
914,271,993,2024-12-01,5
915,483,386,2024-05-29,4
916,96,228,2024-07-27,5
917,286,495,2024-05-25,5
918,519,251,2024-07-14,1
919,509,746,2024-07-20,3
920,782,560,2024-02-25,4
921,230,592,2024-01-13,4
922,790,238,2024-08-16,3
923,489,577,2024-02-25,3
924,341,148,2024-11-18,1
925,98,575,2024-03-27,2
926,886,965,2024-09-07,5
927,256,86,2024-03-13,4
928,632,859,2024-08-30,5
929,741,860,2024-10-17,2
